hora,nova_cabeceira,antiga_cabeceira,aero,hora_formated
1654364667000,11L,12,BR,"Saturday, June 04, 2022 02:44:27"
1654365202000,15,33,KP,"Saturday, June 04, 2022 02:53:22"
1654351856000,17,10,SV,"Saturday, June 04, 2022 11:10:56"
1654366319000,14,03,FL,"Saturday, June 04, 2022 03:11:59"
1654366477000,03,14,FL,"Saturday, June 04, 2022 03:14:37"
1654366876000,16,13,CF,"Saturday, June 04, 2022 03:21:16"
1654367005000,15,19,KP,"Saturday, June 04, 2022 03:23:25"
1654352372000,15,33,KP,"Saturday, June 04, 2022 11:19:32"
1654352450000,10,17,SV,"Saturday, June 04, 2022 11:20:50"
1654369144000,15,33,KP,"Saturday, June 04, 2022 03:59:04"
1654428349000,03,32,FL,"Sunday, June 05, 2022 08:25:49"
1654428454000,16,17,CF,"Sunday, June 05, 2022 08:27:34"
1654369364000,10,17,SV,"Saturday, June 04, 2022 04:02:44"
1654353008000,02R,20L,RJ,"Saturday, June 04, 2022 11:30:08"
1654369482000,16,13,CF,"Saturday, June 04, 2022 04:04:42"
1654369716000,03,05,FL,"Saturday, June 04, 2022 04:08:36"
1654370075000,17,10,SV,"Saturday, June 04, 2022 04:14:35"
1654429775000,32,03,FL,"Sunday, June 05, 2022 08:49:35"
1654430143000,10,12,SV,"Sunday, June 05, 2022 08:55:43"
1654370277000,10,17,SV,"Saturday, June 04, 2022 04:17:57"
1654353304000,20L,02R,RJ,"Saturday, June 04, 2022 11:35:04"
1654353394000,18,13,RF,"Saturday, June 04, 2022 11:36:34"
1654370854000,32,03,FL,"Saturday, June 04, 2022 04:27:34"
1654370957000,17,10,SV,"Saturday, June 04, 2022 04:29:17"
1654432377000,10,17,SV,"Sunday, June 05, 2022 09:32:57"
1654354533000,32,03,FL,"Saturday, June 04, 2022 11:55:33"
1654432960000,03,32,FL,"Sunday, June 05, 2022 09:42:40"
1654433878000,17,10,SV,"Sunday, June 05, 2022 09:57:58"
1654434301000,33,15,CT,"Sunday, June 05, 2022 10:05:01"
1654372115000,16,13,CF,"Saturday, June 04, 2022 04:48:35"
1654372162000,10,17,SV,"Saturday, June 04, 2022 04:49:22"
1654372777000,03,32,FL,"Saturday, June 04, 2022 04:59:37"
1654435492000,10,17,SV,"Sunday, June 05, 2022 10:24:52"
1654435810000,20L,02R,RJ,"Sunday, June 05, 2022 10:30:10"
1654436344000,02R,20L,RJ,"Sunday, June 05, 2022 10:39:04"
1654374189000,17,10,SV,"Saturday, June 04, 2022 05:23:09"
1654374453000,32,03,FL,"Saturday, June 04, 2022 05:27:33"
1654374672000,15,16,KP,"Saturday, June 04, 2022 05:31:12"
1654374866000,10,17,SV,"Saturday, June 04, 2022 05:34:26"
1654375856000,17,10,SV,"Saturday, June 04, 2022 05:50:56"
1654376722000,17R,12,SP,"Saturday, June 04, 2022 06:05:22"
1654377761000,10,17,SV,"Saturday, June 04, 2022 06:22:41"
1654379624000,15,18,KP,"Saturday, June 04, 2022 06:53:44"
1654436864000,16,13,CF,"Sunday, June 05, 2022 10:47:44"
1654437215000,03,07,FL,"Sunday, June 05, 2022 10:53:35"
1654354576000,20L,21,RJ,"Saturday, June 04, 2022 11:56:16"
1654437951000,03,05,FL,"Sunday, June 05, 2022 11:05:51"
1654438167000,32,03,FL,"Sunday, June 05, 2022 11:09:27"
1654438184000,17,10,SV,"Sunday, June 05, 2022 11:09:44"
1654382634000,17R,30,SP,"Saturday, June 04, 2022 07:43:54"
1654384933000,17R,35L,SP,"Saturday, June 04, 2022 08:22:13"
1654385511000,02R,20L,RJ,"Saturday, June 04, 2022 08:31:51"
1654438925000,10,17,SV,"Sunday, June 05, 2022 11:22:05"
1654355032000,03,04,FL,"Saturday, June 04, 2022 12:03:52"
1654388394000,17L,24,SP,"Saturday, June 04, 2022 09:19:54"
1654397173000,17,10,SV,"Saturday, June 04, 2022 11:46:13"
1654357331000,17,10,SV,"Saturday, June 04, 2022 12:42:11"
1654397401000,10,17,SV,"Saturday, June 04, 2022 11:50:01"
1654398873000,15,12,KP,"Sunday, June 05, 2022 12:14:33"
1654408883000,17,10,SV,"Sunday, June 05, 2022 03:01:23"
1654424016000,10,17,SV,"Sunday, June 05, 2022 07:13:36"
1654425469000,17,10,SV,"Sunday, June 05, 2022 07:37:49"
1654440257000,17,10,SV,"Sunday, June 05, 2022 11:44:17"
1654357479000,03,32,FL,"Saturday, June 04, 2022 12:44:39"
1654443412000,20L,02R,RJ,"Sunday, June 05, 2022 12:36:52"
1654358335000,32,03,FL,"Saturday, June 04, 2022 12:58:55"
1654444139000,18,10,RF,"Sunday, June 05, 2022 12:48:59"
1654359672000,10,17,SV,"Saturday, June 04, 2022 01:21:12"
1654444466000,10,17,SV,"Sunday, June 05, 2022 12:54:26"
1654448628000,15,02C,GL,"Sunday, June 05, 2022 02:03:48"
1654360375000,17,10,SV,"Saturday, June 04, 2022 01:32:55"
1654361138000,10,17,SV,"Saturday, June 04, 2022 01:45:38"
1654449366000,17,10,SV,"Sunday, June 05, 2022 02:16:06"
1654473522000,17,10,SV,"Sunday, June 05, 2022 08:58:42"
1654449504000,10,17,SV,"Sunday, June 05, 2022 02:18:24"
1654449717000,17,10,SV,"Sunday, June 05, 2022 02:21:57"
1654450342000,18,12,RF,"Sunday, June 05, 2022 02:32:22"
1654450533000,10,17,SV,"Sunday, June 05, 2022 02:35:33"
1654447992000,29,24,PA,"Sunday, June 05, 2022 01:53:12"
1654473770000,10,17,SV,"Sunday, June 05, 2022 09:02:50"
1654451322000,17,10,SV,"Sunday, June 05, 2022 02:48:42"
1654478252000,17,10,SV,"Sunday, June 05, 2022 10:17:32"
1654451967000,15,33,KP,"Sunday, June 05, 2022 02:59:27"
1654452386000,33,08,CT,"Sunday, June 05, 2022 03:06:26"
1654478495000,10,17,SV,"Sunday, June 05, 2022 10:21:35"
1654489855000,17,10,SV,"Monday, June 06, 2022 01:30:55"
1654453958000,33,18,CT,"Sunday, June 05, 2022 03:32:38"
1654454062000,10,17,SV,"Sunday, June 05, 2022 03:34:22"
1654522912000,10,17,SV,"Monday, June 06, 2022 10:41:52"
1654506157000,35L,17R,SP,"Monday, June 06, 2022 06:02:37"
1654523599000,17,10,SV,"Monday, June 06, 2022 10:53:19"
1654523812000,33,15,KP,"Monday, June 06, 2022 10:56:52"
1654523915000,11L,14,BR,"Monday, June 06, 2022 10:58:35"
1654524235000,10,17,SV,"Monday, June 06, 2022 11:03:55"
1654524264000,33,34,KP,"Monday, June 06, 2022 11:04:24"
1654455809000,17,10,SV,"Sunday, June 05, 2022 04:03:29"
1654456216000,15,12,KP,"Sunday, June 05, 2022 04:10:16"
1654507000000,02R,20L,RJ,"Monday, June 06, 2022 06:16:40"
1654456667000,10,17,SV,"Sunday, June 05, 2022 04:17:47"
1654524661000,35L,12,SP,"Monday, June 06, 2022 11:11:01"
1654525186000,03,32,FL,"Monday, June 06, 2022 11:19:46"
1654508364000,15,21,GL,"Monday, June 06, 2022 06:39:24"
1654508438000,09R,27L,GR,"Monday, June 06, 2022 06:40:38"
1654525749000,17,10,SV,"Monday, June 06, 2022 11:29:09"
1654508746000,15,21,GL,"Monday, June 06, 2022 06:45:46"
1654458308000,15,33,CT,"Sunday, June 05, 2022 04:45:08"
1654510838000,10,17,SV,"Monday, June 06, 2022 07:20:38"
1654458943000,20L,21,RJ,"Sunday, June 05, 2022 04:55:43"
1654458946000,17,10,SV,"Sunday, June 05, 2022 04:55:46"
1654459252000,10,17,SV,"Sunday, June 05, 2022 05:00:52"
1654459437000,17,10,SV,"Sunday, June 05, 2022 05:03:57"
1654526927000,10,17,SV,"Monday, June 06, 2022 11:48:47"
1654527363000,32,03,FL,"Monday, June 06, 2022 11:56:03"
1654528623000,17,10,SV,"Monday, June 06, 2022 12:17:03"
1654459859000,15,33,KP,"Sunday, June 05, 2022 05:10:59"
1654459986000,33,26,CT,"Sunday, June 05, 2022 05:13:06"
1654529314000,10,17,SV,"Monday, June 06, 2022 12:28:34"
1654510949000,15,08,GL,"Monday, June 06, 2022 07:22:29"
1654511870000,15,21,GL,"Monday, June 06, 2022 07:37:50"
1654529440000,03,32,FL,"Monday, June 06, 2022 12:30:40"
1654460508000,10,17,SV,"Sunday, June 05, 2022 05:21:48"
1654460603000,11,29,PA,"Sunday, June 05, 2022 05:23:23"
1654461232000,15,20L,GL,"Sunday, June 05, 2022 05:33:52"
1654461385000,20L,15,RJ,"Sunday, June 05, 2022 05:36:25"
1654512430000,35L,12,SP,"Monday, June 06, 2022 07:47:10"
1654461990000,15,08,GL,"Sunday, June 05, 2022 05:46:30"
1654530166000,32,03,FL,"Monday, June 06, 2022 12:42:46"
1654531140000,03,32,FL,"Monday, June 06, 2022 12:59:00"
1654531215000,33,05,KP,"Monday, June 06, 2022 01:00:15"
1654513106000,21,32,FL,"Monday, June 06, 2022 07:58:26"
1654462332000,17,10,SV,"Sunday, June 05, 2022 05:52:12"
1654513882000,32,21,FL,"Monday, June 06, 2022 08:11:22"
1654531431000,35L,18,SP,"Monday, June 06, 2022 01:03:51"
1654531528000,18,35L,RF,"Monday, June 06, 2022 01:05:28"
1654531613000,02R,21,RJ,"Monday, June 06, 2022 01:06:53"
1654515669000,02R,03,RJ,"Monday, June 06, 2022 08:41:09"
1654531947000,33,26,CT,"Monday, June 06, 2022 01:12:27"
1654532337000,32,03,FL,"Monday, June 06, 2022 01:18:57"
1654534032000,28,10,SV,"Monday, June 06, 2022 01:47:12"
1654534296000,27L,09R,GR,"Monday, June 06, 2022 01:51:36"
1654534358000,15,05,GL,"Monday, June 06, 2022 01:52:38"
1654534366000,21,32,FL,"Monday, June 06, 2022 01:52:46"
1654534580000,17,28,SV,"Monday, June 06, 2022 01:56:20"
1654464423000,10,17,SV,"Sunday, June 05, 2022 06:27:03"
1654464702000,17,10,SV,"Sunday, June 05, 2022 06:31:42"
1654464948000,10,17,SV,"Sunday, June 05, 2022 06:35:48"
1654465334000,17,10,SV,"Sunday, June 05, 2022 06:42:14"
1654465579000,10,17,SV,"Sunday, June 05, 2022 06:46:19"
1654465860000,17,10,SV,"Sunday, June 05, 2022 06:51:00"
1654466018000,10,17,SV,"Sunday, June 05, 2022 06:53:38"
1654537946000,17,28,SV,"Monday, June 06, 2022 02:52:26"
1654541144000,17,12,SV,"Monday, June 06, 2022 03:45:44"
1654541337000,35L,07,SP,"Monday, June 06, 2022 03:48:57"
1654534759000,28,17,SV,"Monday, June 06, 2022 01:59:19"
1654536680000,02R,03,RJ,"Monday, June 06, 2022 02:31:20"
1654536799000,14,21,FL,"Monday, June 06, 2022 02:33:19"
1654536985000,17,28,SV,"Monday, June 06, 2022 02:36:25"
1654537355000,28,17,SV,"Monday, June 06, 2022 02:42:35"
1654556306000,15,33,KP,"Monday, June 06, 2022 07:58:26"
1654556886000,35L,18,SP,"Monday, June 06, 2022 08:08:06"
1654557159000,18,35L,RF,"Monday, June 06, 2022 08:12:39"
1654558761000,09R,27L,GR,"Monday, June 06, 2022 08:39:21"
1654560988000,33,15,CT,"Monday, June 06, 2022 09:16:28"
1654561536000,17,10,SV,"Monday, June 06, 2022 09:25:36"
1654562637000,10,17,SV,"Monday, June 06, 2022 09:43:57"
1654565338000,02R,20L,RJ,"Monday, June 06, 2022 10:28:58"
1654568521000,14,32,FL,"Monday, June 06, 2022 11:22:01"
1654572281000,32,14,FL,"Tuesday, June 07, 2022 12:24:41"
1654542274000,33,12,KP,"Monday, June 06, 2022 04:04:34"
1654542345000,10,17,SV,"Monday, June 06, 2022 04:05:45"
1654543158000,11L,27,BR,"Monday, June 06, 2022 04:19:18"
1654543203000,15,08,GL,"Monday, June 06, 2022 04:20:03"
1654543587000,33,21,KP,"Monday, June 06, 2022 04:26:27"
1654543637000,21,14,FL,"Monday, June 06, 2022 04:27:17"
1654576192000,17L,35L,SP,"Tuesday, June 07, 2022 01:29:52"
1654515975000,15,33,KP,"Monday, June 06, 2022 08:46:15"
1654592368000,15,36,KP,"Tuesday, June 07, 2022 05:59:28"
1654543879000,17,10,SV,"Monday, June 06, 2022 04:31:19"
1654543966000,10,17,SV,"Monday, June 06, 2022 04:32:46"
1654592613000,35L,17L,SP,"Tuesday, June 07, 2022 06:03:33"
1654544268000,17,10,SV,"Monday, June 06, 2022 04:37:48"
1654544341000,14,21,FL,"Monday, June 06, 2022 04:39:01"
1654518916000,29,11,PA,"Monday, June 06, 2022 09:35:16"
1654544386000,02R,08,RJ,"Monday, June 06, 2022 04:39:46"
1654544981000,10,17,SV,"Monday, June 06, 2022 04:49:41"
1654545363000,32,14,FL,"Monday, June 06, 2022 04:56:03"
1654545674000,20L,02R,RJ,"Monday, June 06, 2022 05:01:14"
1654545778000,17,10,SV,"Monday, June 06, 2022 05:02:58"
1654546193000,33,15,KP,"Monday, June 06, 2022 05:09:53"
1654595489000,09R,30,GR,"Tuesday, June 07, 2022 06:51:29"
1654596450000,17,10,SV,"Tuesday, June 07, 2022 07:07:30"
1654597239000,15,33,CT,"Tuesday, June 07, 2022 07:20:39"
1654598082000,15,21,GL,"Tuesday, June 07, 2022 07:34:42"
1654598112000,18,16L,RF,"Tuesday, June 07, 2022 07:35:12"
1654598213000,15,26,GL,"Tuesday, June 07, 2022 07:36:53"
1654598683000,10,17,SV,"Tuesday, June 07, 2022 07:44:43"
1654547178000,11,29,PA,"Monday, June 06, 2022 05:26:18"
1654547539000,10,17,SV,"Monday, June 06, 2022 05:32:19"
1654519781000,33,15,CT,"Monday, June 06, 2022 09:49:41"
1654548442000,15,23,GL,"Monday, June 06, 2022 05:47:22"
1654549983000,33,34,KP,"Monday, June 06, 2022 06:13:03"
1654550762000,33,07,KP,"Monday, June 06, 2022 06:26:02"
1654600692000,15,16,KP,"Tuesday, June 07, 2022 08:18:12"
1654601159000,02R,21,RJ,"Tuesday, June 07, 2022 08:25:59"
1654602156000,02R,26,RJ,"Tuesday, June 07, 2022 08:42:36"
1654602275000,15,30,KP,"Tuesday, June 07, 2022 08:44:35"
1654602302000,14,32,FL,"Tuesday, June 07, 2022 08:45:02"
1654552845000,16,13,CF,"Monday, June 06, 2022 07:00:45"
1654552981000,15,33,CT,"Monday, June 06, 2022 07:03:01"
1654603494000,17,10,SV,"Tuesday, June 07, 2022 09:04:54"
1654520205000,15,12,KP,"Monday, June 06, 2022 09:56:45"
1654603543000,11L,14,BR,"Tuesday, June 07, 2022 09:05:43"
1654603854000,02R,10,RJ,"Tuesday, June 07, 2022 09:10:54"
1654555547000,16,13,CF,"Monday, June 06, 2022 07:45:47"
1654555614000,15,16,GL,"Monday, June 06, 2022 07:46:54"
1654521035000,15,03,KP,"Monday, June 06, 2022 10:10:35"
1654605226000,10,17,SV,"Tuesday, June 07, 2022 09:33:46"
1654607126000,33,15,KP,"Tuesday, June 07, 2022 10:05:26"
1654521921000,17,10,SV,"Monday, June 06, 2022 10:25:21"
1654607268000,10,28,SV,"Tuesday, June 07, 2022 10:07:48"
1654605809000,28,10,SV,"Tuesday, June 07, 2022 09:43:29"
1654606043000,18,12,RF,"Tuesday, June 07, 2022 09:47:23"
1654606284000,35R,07,SP,"Tuesday, June 07, 2022 09:51:24"
1654522193000,15,12,KP,"Monday, June 06, 2022 10:29:53"
1654522289000,15,02R,GL,"Monday, June 06, 2022 10:31:29"
1654522474000,02R,15,RJ,"Monday, June 06, 2022 10:34:34"
1654609614000,15,03,GL,"Tuesday, June 07, 2022 10:46:54"
1654637815000,20L,03,RJ,"Tuesday, June 07, 2022 06:36:55"
1654609733000,28,10,SV,"Tuesday, June 07, 2022 10:48:53"
1654609946000,18,16L,RF,"Tuesday, June 07, 2022 10:52:26"
1654610222000,17,28,SV,"Tuesday, June 07, 2022 10:57:02"
1654638072000,11L,29L,BR,"Tuesday, June 07, 2022 06:41:12"
1654610439000,28,17,SV,"Tuesday, June 07, 2022 11:00:39"
1654639306000,17,28,SV,"Tuesday, June 07, 2022 07:01:46"
1654611036000,15,05,GL,"Tuesday, June 07, 2022 11:10:36"
1654620931000,20L,02R,RJ,"Tuesday, June 07, 2022 01:55:31"
1654639493000,28,17,SV,"Tuesday, June 07, 2022 07:04:53"
1654640254000,15,33,KP,"Tuesday, June 07, 2022 07:17:34"
1654622454000,33,15,CT,"Tuesday, June 07, 2022 02:20:54"
1654622499000,27L,21,GR,"Tuesday, June 07, 2022 02:21:39"
1654611651000,17,28,SV,"Tuesday, June 07, 2022 11:20:51"
1654611748000,28,17,SV,"Tuesday, June 07, 2022 11:22:28"
1654641486000,17,28,SV,"Tuesday, June 07, 2022 07:38:06"
1654612359000,17,28,SV,"Tuesday, June 07, 2022 11:32:39"
1654642049000,28,17,SV,"Tuesday, June 07, 2022 07:47:29"
1654643819000,17,28,SV,"Tuesday, June 07, 2022 08:16:59"
1654613791000,15,26,GL,"Tuesday, June 07, 2022 11:56:31"
1654646459000,28,17,SV,"Tuesday, June 07, 2022 09:00:59"
1654614405000,18,21,RF,"Tuesday, June 07, 2022 12:06:45"
1654625184000,15,04,GL,"Tuesday, June 07, 2022 03:06:24"
1654615180000,27L,09R,GR,"Tuesday, June 07, 2022 12:19:40"
1654651144000,17,28,SV,"Tuesday, June 07, 2022 10:19:04"
1654615558000,33,15,KP,"Tuesday, June 07, 2022 12:25:58"
1654615753000,33,20,KP,"Tuesday, June 07, 2022 12:29:13"
1654626070000,33,36,KP,"Tuesday, June 07, 2022 03:21:10"
1654652748000,28,17,SV,"Tuesday, June 07, 2022 10:45:48"
1654678060000,10,28,SV,"Wednesday, June 08, 2022 05:47:40"
1654629034000,16,13,CF,"Tuesday, June 07, 2022 04:10:34"
1654617949000,15,26,GL,"Tuesday, June 07, 2022 01:05:49"
1654618037000,28,17,SV,"Tuesday, June 07, 2022 01:07:17"
1654618320000,11,15,PA,"Tuesday, June 07, 2022 01:12:00"
1654618472000,17R,35L,SP,"Tuesday, June 07, 2022 01:14:32"
1654629542000,17R,30,SP,"Tuesday, June 07, 2022 04:19:02"
1654680497000,02R,20L,RJ,"Wednesday, June 08, 2022 06:28:17"
1654619436000,15,26,GL,"Tuesday, June 07, 2022 01:30:36"
1654684478000,15,21,GL,"Wednesday, June 08, 2022 07:34:38"
1654630972000,11L,14,BR,"Tuesday, June 07, 2022 04:42:52"
1654684708000,15,02R,GL,"Wednesday, June 08, 2022 07:38:28"
1654632193000,33,36,KP,"Tuesday, June 07, 2022 05:03:13"
1654685717000,15,08,GL,"Wednesday, June 08, 2022 07:55:17"
1654685824000,15,08,GL,"Wednesday, June 08, 2022 07:57:04"
1654633231000,17,28,SV,"Tuesday, June 07, 2022 05:20:31"
1654633356000,28,17,SV,"Tuesday, June 07, 2022 05:22:36"
1654685828000,15,21,GL,"Wednesday, June 08, 2022 07:57:08"
1654686158000,17,10,SV,"Wednesday, June 08, 2022 08:02:38"
1654634098000,17,28,SV,"Tuesday, June 07, 2022 05:34:58"
1654634313000,15,33,CT,"Tuesday, June 07, 2022 05:38:33"
1654694355000,15,18,KP,"Wednesday, June 08, 2022 10:19:15"
1654686492000,10,17,SV,"Wednesday, June 08, 2022 08:08:12"
1654634451000,29R,11L,BR,"Tuesday, June 07, 2022 05:40:51"
1654634668000,09R,27L,GR,"Tuesday, June 07, 2022 05:44:28"
1654634863000,15,NIL,CT,"Tuesday, June 07, 2022 05:47:43"
1654687292000,18,15,RF,"Wednesday, June 08, 2022 08:21:32"
1654635537000,28,17,SV,"Tuesday, June 07, 2022 05:58:57"
1654636205000,15,21,GL,"Tuesday, June 07, 2022 06:10:05"
1654636456000,15,16,GL,"Tuesday, June 07, 2022 06:14:16"
1654694520000,10,17,SV,"Wednesday, June 08, 2022 10:22:00"
1654694647000,17,10,SV,"Wednesday, June 08, 2022 10:24:07"
1654694892000,10,17,SV,"Wednesday, June 08, 2022 10:28:12"
1654688184000,21,14,FL,"Wednesday, June 08, 2022 08:36:24"
1654688470000,14,21,FL,"Wednesday, June 08, 2022 08:41:10"
1654688710000,21,14,FL,"Wednesday, June 08, 2022 08:45:10"
1654689371000,17,10,SV,"Wednesday, June 08, 2022 08:56:11"
1654689893000,14,21,FL,"Wednesday, June 08, 2022 09:04:53"
1654697303000,14,21,FL,"Wednesday, June 08, 2022 11:08:23"
1654697330000,02R,21,RJ,"Wednesday, June 08, 2022 11:08:50"
1654697433000,17,10,SV,"Wednesday, June 08, 2022 11:10:33"
1654707090000,03,21,FL,"Wednesday, June 08, 2022 01:51:30"
1654707327000,17,10,SV,"Wednesday, June 08, 2022 01:55:27"
1654707433000,10,17,SV,"Wednesday, June 08, 2022 01:57:13"
1654692127000,11R,32,BR,"Wednesday, June 08, 2022 09:42:07"
1654707638000,21,03,FL,"Wednesday, June 08, 2022 02:00:38"
1654709266000,14,21,FL,"Wednesday, June 08, 2022 02:27:46"
1654698278000,10,17,SV,"Wednesday, June 08, 2022 11:24:38"
1654699384000,17,10,SV,"Wednesday, June 08, 2022 11:43:04"
1654699919000,20L,02R,RJ,"Wednesday, June 08, 2022 11:51:59"
1654700322000,10,17,SV,"Wednesday, June 08, 2022 11:58:42"
1654700722000,17,10,SV,"Wednesday, June 08, 2022 12:05:22"
1654700920000,10,17,SV,"Wednesday, June 08, 2022 12:08:40"
1654701258000,20L,21,RJ,"Wednesday, June 08, 2022 12:14:18"
1654701350000,17,10,SV,"Wednesday, June 08, 2022 12:15:50"
1654701380000,17R,16,SP,"Wednesday, June 08, 2022 12:16:20"
1654701394000,21,14,FL,"Wednesday, June 08, 2022 12:16:34"
1654701410000,14,25,FL,"Wednesday, June 08, 2022 12:16:50"
1654701837000,10,17,SV,"Wednesday, June 08, 2022 12:23:57"
1654701983000,16,13,CF,"Wednesday, June 08, 2022 12:26:23"
1654701987000,17,10,SV,"Wednesday, June 08, 2022 12:26:27"
1654702139000,10,17,SV,"Wednesday, June 08, 2022 12:28:59"
1654703145000,11L,32,BR,"Wednesday, June 08, 2022 12:45:45"
1654703178000,14,21,FL,"Wednesday, June 08, 2022 12:46:18"
1654703628000,17,10,SV,"Wednesday, June 08, 2022 12:53:48"
1654703822000,10,17,SV,"Wednesday, June 08, 2022 12:57:02"
1654704129000,15,08,GL,"Wednesday, June 08, 2022 01:02:09"
1654704831000,21,14,FL,"Wednesday, June 08, 2022 01:13:51"
1654704834000,17,10,SV,"Wednesday, June 08, 2022 01:13:54"
1654705166000,10,17,SV,"Wednesday, June 08, 2022 01:19:26"
1654710327000,17,10,SV,"Wednesday, June 08, 2022 02:45:27"
1654711107000,17,15,SV,"Wednesday, June 08, 2022 02:58:27"
1654711346000,11L,32,BR,"Wednesday, June 08, 2022 03:02:26"
1654711646000,15,18,KP,"Wednesday, June 08, 2022 03:07:26"
1654712290000,10,17,SV,"Wednesday, June 08, 2022 03:18:10"
1654713682000,21,14,FL,"Wednesday, June 08, 2022 03:41:22"
1654714353000,14,21,FL,"Wednesday, June 08, 2022 03:52:33"
1654714673000,21,14,FL,"Wednesday, June 08, 2022 03:57:53"
1654715113000,17,10,SV,"Wednesday, June 08, 2022 04:05:13"
1654716121000,10,17,SV,"Wednesday, June 08, 2022 04:22:01"
1654705579000,17,10,SV,"Wednesday, June 08, 2022 01:26:19"
1654705627000,10,17,SV,"Wednesday, June 08, 2022 01:27:07"
1654705999000,11L,12,BR,"Wednesday, June 08, 2022 01:33:19"
1654692389000,10,13,SV,"Wednesday, June 08, 2022 09:46:29"
1654717998000,17,10,SV,"Wednesday, June 08, 2022 04:53:18"
1654693143000,10,13,SV,"Wednesday, June 08, 2022 09:59:03"
1654718407000,03,21,FL,"Wednesday, June 08, 2022 05:00:07"
1654718790000,10,17,SV,"Wednesday, June 08, 2022 05:06:30"
1654718944000,21,03,FL,"Wednesday, June 08, 2022 05:09:04"
1654719259000,17,10,SV,"Wednesday, June 08, 2022 05:14:19"
1654719340000,15,16,KP,"Wednesday, June 08, 2022 05:15:40"
1654719443000,14,21,FL,"Wednesday, June 08, 2022 05:17:23"
1654719711000,11,15,PA,"Wednesday, June 08, 2022 05:21:51"
1654693618000,14,25,FL,"Wednesday, June 08, 2022 10:06:58"
1654719783000,10,17,SV,"Wednesday, June 08, 2022 05:23:03"
1654719944000,35,10,SV,"Wednesday, June 08, 2022 05:25:44"
1654722378000,10,17,SV,"Wednesday, June 08, 2022 06:06:18"
1654720285000,11,15,PA,"Wednesday, June 08, 2022 05:31:25"
1654693638000,17,10,SV,"Wednesday, June 08, 2022 10:07:18"
1654720664000,17,35,SV,"Wednesday, June 08, 2022 05:37:44"
1654720862000,21,14,FL,"Wednesday, June 08, 2022 05:41:02"
1654693882000,21,14,FL,"Wednesday, June 08, 2022 10:11:22"
1654724636000,14,21,FL,"Wednesday, June 08, 2022 06:43:56"
1654794467000,16,09,CF,"Thursday, June 09, 2022 02:07:47"
1654725729000,17,10,SV,"Wednesday, June 08, 2022 07:02:09"
1654726255000,10,17,SV,"Wednesday, June 08, 2022 07:10:55"
1654726591000,21,14,FL,"Wednesday, June 08, 2022 07:16:31"
1654726957000,15,16,GL,"Wednesday, June 08, 2022 07:22:37"
1654779693000,10,17,SV,"Thursday, June 09, 2022 10:01:33"
1654780153000,02R,14,RJ,"Thursday, June 09, 2022 10:09:13"
1654780557000,17,10,SV,"Thursday, June 09, 2022 10:15:57"
1654727878000,17R,02,SP,"Wednesday, June 08, 2022 07:37:58"
1654728546000,14,21,FL,"Wednesday, June 08, 2022 07:49:06"
1654728736000,15,14,KP,"Wednesday, June 08, 2022 07:52:16"
1654729010000,17,10,SV,"Wednesday, June 08, 2022 07:56:50"
1654730408000,17R,10,SP,"Wednesday, June 08, 2022 08:20:08"
1654731940000,02R,20L,RJ,"Wednesday, June 08, 2022 08:45:40"
1654732542000,21,14,FL,"Wednesday, June 08, 2022 08:55:42"
